sample,t_iso,elapsed_s,v1_set,v1,i1,p_in_w,v2,i2_raw,i_chg,v_bat,p_bat_w,ah_cum,wh_cum,eff_inst,flags
8492,2026-09-15T23:56:43.358,16982.217,7.7114,7.71139,0.149373,1.1518734584700001,0.0,0.28728,0.28728,3.41903083,0.9822191768423999,1.2732776260819878,4.338168801492557,0.852714479719893,
8493,2026-09-15T23:56:45.319,16984.178,7.7114,7.71139,0.14958,1.1534697161999998,0.0,0.28767,0.28767,3.41903625,0.9835541580374999,1.2734341857923117,4.338704084393455,0.8526917908844013,
8494,2026-09-15T23:56:47.475,16986.334,7.7114,5.73605,0.0108976,0.06250917848,0.0,0.00794,0.00794,3.36711867,0.026734922239799997,1.2735227024264386,4.339006602538583,0.42769594625777907,
8495,2026-09-15T23:56:49.354,16988.213,7.7114,7.71139,0.149881,1.1557908445899998,0.0,0.28823,0.28823,3.41881892,0.9854061773116,1.2736000132306335,4.339270807023727,0.8525817468827231,
8496,2026-09-15T23:56:51.363,16990.222,7.7114,7.71139,0.150006,1.15675476834,0.0,0.28845,0.28845,3.41889263,0.9861795791235,1.2737609176467788,4.3398209160183505,0.852539886685504,
8497,2026-09-15T23:56:53.318,16992.177,7.7114,7.71139,0.150061,1.15717889479,0.0,0.28855,0.28855,3.41884119,0.9865066253745,1.273917558139324,4.340356449014381,0.852510039559205,
8498,2026-09-15T23:56:55.405,16994.264,7.7114,5.73575,0.0108997,0.06251795427500001,0.0,0.00794,0.00794,3.366703,0.026731621819999996,1.274003506644979,4.3406501732992435,0.42758311800182447,
8499,2026-09-15T23:56:57.426,16996.285,7.7114,5.73618,0.0108962,0.062502564516,0.0,0.00791,0.00791,3.36658862,0.0266297159842,1.2740079552916734,4.340665150317479,0.42605797362735526,
8500,2026-09-15T23:56:59.332,16998.191,7.7114,7.71139,0.150328,1.15923783592,0.0,0.28905,0.28905,3.41873645,0.9881857708724999,1.2740865936014065,4.340933884741568,0.8524443735812428,
8501,2026-09-15T23:57:01.401,17000.26,7.7114,5.73488,0.0108997,0.062508471536,0.0,0.00793,0.00793,3.36644056,0.0266958736408,1.2741719300626035,4.341225508447126,0.4270760904052062,
8502,2026-09-15T23:57:03.384,17002.243,7.7114,5.73523,0.0108999,0.062513433477,0.0,0.00794,0.00794,3.36640713,0.026729272612199994,1.2741763006471947,4.341240221687264,0.42757646037846014,
8503,2026-09-15T23:57:05.399,17004.257,7.7114,5.73558,0.0108993,0.062513807094,0.0,0.00794,0.00794,3.36623169,0.026727879618599997,1.2741807434815084,4.34125517768665,0.4275516219706495,
8504,2026-09-15T23:57:07.427,17006.286,7.7114,5.73531,0.0109001,0.062515452531,0.0,0.00794,0.00794,3.36612391,0.0267270238454,1.2741852182351652,4.341270240503069,0.427526679618078,
8505,2026-09-15T23:57:09.386,17008.245,7.7114,5.73588,0.010898,0.06250962024,0.0,0.00792,0.00792,3.36615521,0.0266599492632,1.2741895333856936,4.341284765901885,0.4264935406876822,
